name	symbol	drugs	ID	ADME	target	dbsnp	mutype	tag	clinvarID	clinvar_clnsig	primary	SNP rs	Chromosome	Location	Population	PubMed	Context	P-Value	disease	NºDrogas	Nº Variantes	Tipo Gen	
hsa:596	BCL2	Ibuprofen,Paclitaxel,Docetaxel,Rasagiline,Dexibuprofen,Venetoclax	DB01050,DB01229,DB01248,DB01367,DB09213,DB11581		True	rs1800477,rs2279115,rs4987856	missense,regulatory	DP,DFP			True	None	None	None	None	None	None	None	None	6	3	T	
hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586	[CREB1]	Naloxone	DB01183		True	rs387906617,rs2253206,rs146062007	gross,missense,regulatory	DP,DM,DM?,DFP	29670	Uncertain_significance	None	None	None	None	None	None	None	None	None	1	3	T	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	[ESR1][ESR2][NCOA2][ESR1]	Diethylstilbestrol,Conjugated estrogens,Etonogestrel,Desogestrel,Levonorgestrel,Progesterone,Raloxifene,Toremifene,Medroxyprogesterone acetate,Testosterone,Mitotane,Estrone,Tamoxifen,Estradiol,Ethynodiol diacetate,Clomifene,Dienestrol,Fulvestrant,Norgestimate,Ethinyl Estradiol,Melatonin,Trilostane,Naloxone,Fluoxymesterone,Estramustine,Mestranol,Danazol,Oxybenzone,Zinc,Prasterone,Resveratrol,Estriol,Estrone sulfate,Quinestrol,Phenolphthalein,Permethrin,Ospemifene,Lasofoxifene,Bazedoxifene,Methyltestosterone,Tibolone,Eugenol,Synthetic Conjugated Estrogens A,Synthetic Conjugated Estrogens B,Polyestradiol phosphate,Homosalate,Phenyl salicylate,Enzacamene,Gestrinone,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate,Lindane,Hexachlorophene,Dobutamine,Allylestrenol,Benzophenone,Equilin,Arzoxifene,Norethynodrel,Octocrylene	DB00255,DB00286,DB00294,DB00304,DB00367,DB00396,DB00481,DB00539,DB00603,DB00624,DB00648,DB00655,DB00675,DB00783,DB00823,DB00882,DB00890,DB00947,DB00957,DB00977,DB01065,DB01108,DB01183,DB01185,DB01196,DB01357,DB01406,DB01428,DB01593,DB01708,DB02709,DB04573,DB04574,DB04575,DB04824,DB04930,DB04938,DB06202,DB06401,DB06710,DB09070,DB09086,DB09317,DB09318,DB09369,DB11064,DB11071,DB11219,DB11619,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956,DB00431,DB00756,DB00841,DB01431,DB01878,DB02187,DB06249,DB09371,DB09535		True	rs1801132,rs2228480,rs182943916,rs201617046,rs778554662,rs796065354,rs397509428,rs746432,rs1131692059,rs142712646,rs104893956,rs6915267,rs9341070,rs488133,rs77275268,rs9397435,rs140068132,rs6557160,rs17081533,rs910416,rs851982,rs851983,rs1361024,rs2234693,rs200303616,rs2234670,rs750091675,rs1256049,rs211694397,rs760053106,rs757286052,rs1460814363,rs1217623435,rs2229618,rs1256112,rs3020444,rs1256031,rs1256059,rs944050,rs189421236,rs764082785	gross,synonymous,nonsense,missense,regulatory,splice,frameshift,inframe	DP,DM?,DFP,DM	208354,60557,430713,16592,155878,	risk_factor,Pathogenic,Likely_pathogenic,Uncertain_significance,	True	2206949,3798573	6	151716421	European, East Asian,East Asian	28537267,23177411	intron_variant	3e-07,0.009000000000000001	True	66	41	TD	
hsa:5594 hsa:5595	[MAPK1][MAPK3]	Isoprenaline,Arsenic trioxide,Sulindac	DB01064,DB01169,DB00605		True	rs797044892,	gross,missense	DM?,DM	208698,	Pathogenic,	None	None	None	None	None	None	None	None	None	3	2	T	
hsa:10572	SIVA1	Zinc	DB01593		True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1	0	T	
hsa:3091&hsa:405&hsa:1387 hsa:2033	[HIF1A]	Carvedilol	DB01136		True	rs11549465,rs11549467,rs142179458	frameshift,gross,missense	DM?,DFP,DP			None	None	None	None	None	None	None	None	None	1	3	T	
hsa:4790&hsa:5970	[NFKB1]	Thalidomide,Triflusal	DB01041,DB08814		True	rs28362491,rs869320754,rs773694113,rs4648072,rs777489019,rs150281816,rs869320688,rs869320689,rs759915047	noncoding,frameshift,gross,missense,nonsense,canonical-splice,splice	DFP,DM,DM?,DP	210058,445400,210056,210057	Pathogenic,Likely_benign	None	None	None	None	None	None	None	None	None	2	9	T	
hsa:1075 hsa:1508 hsa:1509 hsa:1512 hsa:1513 hsa:1514 hsa:1515 hsa:1519 hsa:1520 hsa:1521 hsa:1522 hsa:8722	[CTSD]	Insulin Human,Insulin Pork	DB00030,DB00071		True	rs1057519591,rs786205105,rs730882208,rs752612332,rs17571,rs121912789,rs121912790,rs796052407,rs797045137,rs797045138,rs587779409,rs895654125,rs755866863,rs759564989,rs750762846,rs141482597	inframe,frameshift,missense,splice	DM,DFP,DM?	375630,17575,183293,430138,128873,17573,17574,205363,208848,208849,100732,423805	Likely_pathogenic,Pathogenic,Benign/Likely_benign,Uncertain_significance	None	None	None	None	None	None	None	None	None	2	16	T	
hsa:10000 hsa:207 hsa:208	[AKT1]	Arsenic trioxide,Resveratrol	DB01169,DB02709		True	rs1130233,rs397514644,rs397514645,rs746272761,rs121434592,rs1340970650,rs2494752,rs2494737,rs377076374	synonymous,missense,regulatory,splice	DFP,DM,DM?	498670,40162,40163,13983	Benign,Pathogenic,Pathogenic/Likely_pathogenic	None	None	None	None	None	None	None	None	None	2	9	T	
hsa:6772 hsa:6773 hsa:6774 hsa:6775 hsa:6776 hsa:6777 hsa:6778&hsa:6772 hsa:6773 hsa:6774 hsa:6775 hsa:6776 hsa:6777 hsa:6778	[STAT5B]	Dasatinib	DB01254		True	rs761761205,rs121908501,rs121908502,rs748404440,rs572536541	frameshift,missense,nonsense,gross	DM,DM?	5694,5697	Pathogenic	None	None	None	None	None	None	None	None	None	1	5	T	
hsa:7157	TP53	Acetylsalicylic acid,Zinc	DB00945,DB01593		True	rs1131691033,rs864309495,rs587780067,rs764486868,rs1064792930,rs1064794309,rs786202055,rs878854068,rs876659215,rs730882017,rs587780066,rs730882015,rs1131691022,rs587782393,rs1131691018,rs587781987,rs1131691019,rs786202315,rs879254214,rs878854071,rs587776768,rs1057517840,rs863223300,rs863223301,rs17878362,rs1131691004,rs17880560,rs587782609,rs730882018,rs730882019,rs28934576,rs587781525,rs730882008,rs1060501200,rs587778720,rs730882026,rs730882029,rs28934575,rs121912656,rs121912651,rs121913343,rs138729528,rs587782664,rs17849781,rs28934874,rs121912664,rs121912666,rs863224683,rs371409680,rs786203071,rs201744589,rs267605075,rs121912665,rs730882005,rs587780073,rs149633775,rs1800371,rs1057517983,rs1057519981,rs28934574,rs28934578,rs876660548,rs587780070,rs786204041,rs876660754,rs1483922249,rs201753350,rs764146326,rs786201059,rs863224451,rs763098116,rs17881470,rs786201838,rs121912667,rs747342068,rs1131691037,rs876660821,rs760043106,rs375338359,rs1048095040,rs1199893366,rs1131691026,rs786201057,rs757274881,rs587782144,rs587781433,rs751477326,rs1057519992,rs146340390,rs587781589,rs1206165503,rs730882007,rs11540654,rs1131691043,rs587780071,rs55832599,rs201382018,rs72661120,rs28934573,rs587780068,rs587780072,rs750600586,rs112431538,rs779000871,rs121912657,rs587782620,rs730882028,rs1131691013,rs864622237,rs769934890,rs1057519984,rs121912654,rs72661117,rs28934577,rs587782289,rs193920774,rs1057520607,rs1057519989,rs1800369,rs72661119,rs1064795369,rs878854072,rs368771578,rs1064794312,rs121912660,rs770776262,rs863224682,rs1057520003,rs1800372,rs730882025,rs587781736,rs200579969,rs1064794810,rs876660825,rs587780728,rs749061599,rs145151284,rs483352697,rs1131691023,rs587781504,rs193920817,rs730882001,rs730882004,rs786202962,rs967461896,rs397516434,rs876658466,rs876660807,rs770374782,rs17882252,rs773553186,rs587781866,rs1057519996,rs563378859,rs1057519983,rs587782160,rs786202222,rs11540652,rs757544615,rs137852789,rs876658468,rs1064796722,rs749309577,rs121912653,rs121912652,rs28934873,rs121912655,rs587780076,rs397514495,rs587782596,rs1057519985,rs121912659,rs121912658,rs587780075,rs587782705,rs879253911,rs397516435,rs879253894,rs786202752,rs864622115,rs148924904,rs483352695,rs397516436,rs144340710,rs1042522,rs534447939,rs876659802,rs121912662,rs1429743956,rs879253942,rs121913344,rs1064794311,rs587782529,rs28934875,rs371524413,rs587781288,rs55819519,rs121912663,rs78378222,rs587782272,rs17880604,rs878854073,rs55863639,rs1202793339,rs267605076,rs587781664,rs786202799,rs587781702,rs863224499,rs200989844,rs11575996,rs868137297,rs1427441061,rs1800899,rs1131691042,rs1060501207,rs1131691020,rs397516439,rs17884607,rs587782650,rs587781564	noncoding,frameshift,inframe,gross,missense,nonsense,synonymous,initiation,regulatory,canonical-splice,splice	DM,DM?,DFP,DP	428898,218342,127809,406602,480750,420134,185285,237946,231540,182956,127807,182954,428885,142337,428880,141756,428881,185612,246343,237951,230550,12361,372539,12377,12380,428860,142643,430592,182957,182958,376655,182968,237956,406588,135359,376693,182970,376604,376603,376652,231060,376656,376649,142714,376642,12369,12379,492752,12383,216466,142324,231214,376647,485039,93323,80708,12382,182935,127820,127824,43588,376643,458575,141141,376601,376577,140821,182963,482213,233650,492746,127815,188060,372785,233951,127827,376586,183752,376582,185722,135360,376612,12384,376628,428902,406578,216077,215996,458574,428890,376667,246118,141011,458547,376615,161397,141224,177879,449512,482223,182937,376589,233627,458541,428909,428871,245851,376641,127817,376645,141764,458537,41723,184179,376663,127812,127818,458583,184863,420133,184014,185814,142657,127808,182969,428873,376691,184745,406568,185404,458568,482231,142134,142183,161516,379471,376600,184112,142916,421804,12353,237952,140786,142828,420137,376585,12368,406599,246221,458571,376666,43591,428886,183748,182965,141425,141228,420950,234061,135948,376659,186762,141102,216467,428887,141114,161518,182930,182934,376569,376570,376573,43587,230254,234036,216472,141893,230534,142846,481176,376625,127810,376607,439320,376584,182938,141988,185822,185498,219759,230253,376618,184717,133284,376613,376575,376578,186737,423970,142552,376661,135358,406601,142386,142854,127806,406583,265337,376017,186451,376686,216465,376610,458546,406586,141762,233303,12355,12349,12347,12350,12348,12357,12354,127826,142320,142624,12359,12365,12356,12358,12366,12364,376593,12367,12363,127823,12370,142766,245711,43589,245673,12372,406564,219487,39420,127814,100815,12374,184979,43590,127819,127821,485046,43594,215997,12351,182946,232497,12375,245777,142144,420136,376626,142536,12376,231165,438708,127811,406597,140801,376657,127825,141963,12378,35555,232659,480746,221184,379336,237948,142161,492748,480765,458555,141332,186236,141377,495326,216078,371934,428868,481003,458565,439316,93325,482212,428908,406603,428882,43595,80709,490175,177825	Pathogenic,Pathogenic/Likely_pathogenic,Likely_pathogenic,Uncertain_significance,Conflicting_interpretations_of_pathogenicity,Benign/Likely_benign,risk_factor,drug_response,Conflicting_interpretations_of_pathogenicity,_risk_factor,Benign,Likely_benign	None	None	None	None	None	None	None	None	None	2	221	T	
hsa:1586	CYP17A1	NADH,Progesterone,Metoclopramide,Dexamethasone,Abiraterone,Cannabidiol	DB00157,DB00396,DB01233,DB01234,DB05812,DB09061	True	True	rs757083287,rs759060233,rs774737304,rs1360362529,rs764919516,rs745351748,rs121434319,rs756135168,rs768071357,rs556794126,rs104894138,rs763398879,rs1178684770,rs367833709,rs104894146,rs104894147,rs104894148,rs104894149,rs104894144,rs104894142,rs104894143,rs1361284521,rs104894150,rs104894152,rs1060499582,rs104894153,rs104894154,rs104894155,rs104894151,rs773278607,rs1234392302,rs752811843,rs1423560123,rs61754263,rs772804570,rs751960113,rs942376359,rs1269372676,rs1347586947,rs773865367,rs922575032,rs104894141,rs104894135,rs104894136,rs104894137,rs1250463562,rs1173000590,rs760695410,rs1183147390,rs777638364,rs778389140,rs61754278,rs104894139,rs619824,rs17115149,rs743572,rs1395913655,rs769188557,rs786205061,rs1315561755,rs104894145,rs371825363,rs764723654	missense,frameshift,inframe,noncoding,gross,initiation,nonsense,regulatory,canonical-splice,splice	DM,DM?,DP,DFP	1778,1777,1785,1791,1792,1793,1794,1798,1796,1797,1800,1801,417889,1802,1803,1804,1806,298626,1789,1780,1782,1783,1787,1788,298630,1790,1799,431980	Pathogenic,Pathogenic/Likely_pathogenic,Uncertain_significance,Pathogenic,_risk_factor,Benign	None	None	None	None	None	None	None	None	None	6	63	T	
hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	[CYP1A1][CYP1A2][CYP3A5][CYP3A7]	Fluvoxamine,Nicotine,Caffeine,Sildenafil,Theophylline,Acetaminophen,Gefitinib,Omeprazole,Chlorzoxazone,Clozapine,Amlodipine,Progesterone,Streptozocin,Lansoprazole,Prazosin,Quinine,Dronabinol,Flutamide,Haloperidol,Albendazole,Erlotinib,Toremifene,Cinnarizine,Propranolol,Clonidine,Diclofenac,Sulindac,Chloroquine,Testosterone,Dexmedetomidine,Clofibrate,Mebendazole,Estrone,Tamoxifen,Warfarin,Daunorubicin,Thiabendazole,Riluzole,Tretinoin,Estradiol,Dicyclomine,Propofol,Clomifene,Granisetron,Ethanol,Quinidine,Azelastine,Clobetasol propionate,Ketoconazole,Thalidomide,Norfloxacin,Isoprenaline,Melatonin,Primaquine,Ouabain,Fluvastatin,Nifedipine,Amiodarone,Rabeprazole,Carvedilol,Itraconazole,Arsenic trioxide,Phenobarbital,Dexamethasone,Dasatinib,Bezafibrate,Clenbuterol,Topiroxostat,Resveratrol,Debrisoquin,Flunarizine,Lorcaserin,Romidepsin,Dapagliflozin,Perospirone,Riociguat,Cannabidiol,Manidipine,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate,Peginterferon alfa-2a,Peginterferon alfa-2b,Insulin Human,Interferon gamma-1b,Insulin Lispro,Insulin Glargine,Insulin Pork,Interferon Alfa-2b Recombinant,Bortezomib,Phentermine,Betaxolol,Fluconazole,Erythromycin,Azithromycin,Pantoprazole,Citalopram,Nelfinavir,Nevirapine,Ziprasidone,Clotrimazole,Anagrelide,Carmustine,Ropinirole,Lidocaine,Conjugated estrogens,Ropivacaine,Bupivacaine,Tenofovir disoproxil,Valproic Acid,Zolmitriptan,Amitriptyline,Methadone,Olanzapine,Aminoglutethimide,Grepafloxacin,Norepinephrine,Mirtazapine,Palonosetron,Mexiletine,Triamterene,Phenylephrine,Carbimazole,Phenylpropanolamine,Sorafenib,Griseofulvin,Nisoldipine,Rosiglitazone,Secobarbital,Promazine,Imipramine,Nabumetone,Enoxacin,Fluoxetine,Duloxetine,Chlorpromazine,Pefloxacin,Cimetidine,Ritonavir,Alitretinoin,Rofecoxib,Ciprofloxacin,Nortriptyline,Fluorouracil,Zafirlukast,Carbamazepine,Atropine,Valaciclovir,Cisapride,Nafcillin,Rifabutin,Imatinib,Fluphenazine,Efavirenz,Guanabenz,Verapamil,Epinephrine,Aprepitant,Losartan,Thioridazine,Ergotamine,Tizanidine,Delavirdine,Apomorphine,Paroxetine,Imiquimod,Meclizine,Zileuton,Modafinil,Tranylcypromine,Clopidogrel,Methimazole,Malathion,Etoposide,Roxithromycin,Naproxen,Pentoxifylline,Disulfiram,Diazepam,Trifluoperazine,Mifepristone,Perphenazine,Terbinafine,Ranitidine,Ondansetron,Dinoprostone,Almotriptan,Buprenorphine,Cyclobenzaprine,Maprotiline,Isoniazid,Rizatriptan,Desloratadine,Alosetron,Lomefloxacin,Ramelteon,Dopamine,Frovatriptan,Levobupivacaine,Tioconazole,Cinacalcet,Methoxyflurane,Selegiline,Rifampicin,Tocainide,Atazanavir,Diphenhydramine,Tegaserod,Hesperetin,Leflunomide,Pimozide,Sertraline,Miconazole,Levofloxacin,Doxepin,Nefazodone,Desipramine,Bupropion,Ofloxacin,Orphenadrine,Propafenone,Domperidone,Dexfenfluramine,Bromocriptine,Clarithromycin,Anastrozole,Aminophylline,Gemfibrozil,Clomipramine,Lumiracoxib,Oxtriphylline,Insulin Aspart,Insulin Detemir,Insulin Glulisine,Mestranol,Rasagiline,Methotrimeprazine,Theobromine,Acenocoumarol,Antipyrine,Bromazepam,Lopinavir,Pipotiazine,Thiothixene,Etoricoxib,Estrone sulfate,Clevidipine,Iloperidone,Belinostat,Crisaborole,Rotigotine,Abiraterone,Mianserin,Asenapine,Oxymetholone,Armodafinil,Pazopanib,Agomelatine,Midostaurin,Apixaban,Axitinib,Capsaicin,Phenylbutyric acid,Rilpivirine,Ulipristal,Vemurafenib,Pomalidomide,Zucapsaicin,Dosulepin,Lobeglitazone,Zotepine,Synthetic Conjugated Estrogens A,Osimertinib,Pitolisant,Diacerein,Voxilaprevir,Rucaparib,Enasidenib,Cyclosporine,Pravastatin,Reserpine,Indinavir,Lovastatin,Phenytoin,Argatroban,Codeine,Terfenadine,Diltiazem,Nimodipine,Beclomethasone dipropionate,Alprazolam,Cerivastatin,Teniposide,Chloramphenicol,Buspirone,Oxycodone,Dextromethorphan,Cyclophosphamide,Vincristine,Fluticasone propionate,Ethosuximide,Nicardipine,Astemizole,Simvastatin,Trazodone,Midazolam,Mycophenolate mofetil,Eplerenone,Amprenavir,Norethisterone,Nateglinide,Risperidone,Hydrocortisone,Irinotecan,Oxcarbazepine,Sulfasalazine,Alfentanil,Fentanyl,Oxazepam,Vardenafil,Tacrolimus,Sirolimus,Triazolam,Cocaine,Salmeterol,Zalcitabine,Zaleplon,Felodipine,Nitrendipine,Oxybutynin,Atorvastatin,Rosuvastatin,Quinacrine,Chlorphenamine,Dutasteride,Ifosfamide,Rifapentine,Finasteride,Halofantrine,Quetiapine,Levomethadyl Acetate,Paclitaxel,Saquinavir,Aripiprazole,Docetaxel,Lapatinib,Paliperidone,Sunitinib,Trastuzumab emtansine,Rivaroxaban,Udenafil,Temsirolimus,Saxagliptin,Ambrisentan,Cabazitaxel,Hydroxyprogesterone caproate,Ivacaftor,Crizotinib,Boceprevir,Perampanel,Enzalutamide,Ponatinib,Ibrutinib,Vortioxetine,Benidipine,Paritaprevir,Isavuconazole,Tezacaftor,Valbenazine,Copanlisib,Troleandomycin,Dextropropoxyphene,Ethylmorphine,Prasterone,Propoxyphene napsylate	DB00176,DB00184,DB00201,DB00203,DB00277,DB00316,DB00317,DB00338,DB00356,DB00363,DB00381,DB00396,DB00428,DB00448,DB00457,DB00468,DB00470,DB00499,DB00502,DB00518,DB00530,DB00539,DB00568,DB00571,DB00575,DB00586,DB00605,DB00608,DB00624,DB00633,DB00636,DB00643,DB00655,DB00675,DB00682,DB00694,DB00730,DB00740,DB00755,DB00783,DB00804,DB00818,DB00882,DB00889,DB00898,DB00908,DB00972,DB01013,DB01026,DB01041,DB01059,DB01064,DB01065,DB01087,DB01092,DB01095,DB01115,DB01118,DB01129,DB01136,DB01167,DB01169,DB01174,DB01234,DB01254,DB01393,DB01407,DB01685,DB02709,DB04840,DB04841,DB04871,DB06176,DB06292,DB08922,DB08931,DB09061,DB09238,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956,DB00008,DB00022,DB00030,DB00033,DB00046,DB00047,DB00071,DB00105,DB00188,DB00191,DB00195,DB00196,DB00199,DB00207,DB00213,DB00215,DB00220,DB00238,DB00246,DB00257,DB00261,DB00262,DB00268,DB00281,DB00286,DB00296,DB00297,DB00300,DB00313,DB00315,DB00321,DB00333,DB00334,DB00357,DB00365,DB00368,DB00370,DB00377,DB00379,DB00384,DB00388,DB00389,DB00397,DB00398,DB00400,DB00401,DB00412,DB00418,DB00420,DB00458,DB00461,DB00467,DB00472,DB00476,DB00477,DB00487,DB00501,DB00503,DB00523,DB00533,DB00537,DB00540,DB00544,DB00549,DB00564,DB00572,DB00577,DB00604,DB00607,DB00615,DB00619,DB00623,DB00625,DB00629,DB00661,DB00668,DB00673,DB00678,DB00679,DB00696,DB00697,DB00705,DB00714,DB00715,DB00724,DB00737,DB00744,DB00745,DB00752,DB00758,DB00763,DB00772,DB00773,DB00778,DB00788,DB00806,DB00822,DB00829,DB00831,DB00834,DB00850,DB00857,DB00863,DB00904,DB00917,DB00918,DB00921,DB00924,DB00934,DB00951,DB00953,DB00967,DB00969,DB00978,DB00980,DB00988,DB00998,DB01002,DB01007,DB01012,DB01028,DB01037,DB01045,DB01056,DB01072,DB01075,DB01079,DB01094,DB01097,DB01100,DB01104,DB01110,DB01137,DB01142,DB01149,DB01151,DB01156,DB01165,DB01173,DB01182,DB01184,DB01191,DB01200,DB01211,DB01217,DB01223,DB01241,DB01242,DB01283,DB01303,DB01306,DB01307,DB01309,DB01357,DB01367,DB01403,DB01412,DB01418,DB01435,DB01558,DB01601,DB01621,DB01623,DB01628,DB04574,DB04920,DB04946,DB05015,DB05219,DB05271,DB05812,DB06148,DB06216,DB06412,DB06413,DB06589,DB06594,DB06595,DB06605,DB06626,DB06774,DB06819,DB08864,DB08867,DB08881,DB08910,DB09120,DB09167,DB09198,DB09225,DB09317,DB09330,DB11642,DB11994,DB12026,DB12332,DB13874,DB00091,DB00175,DB00206,DB00224,DB00227,DB00252,DB00278,DB00318,DB00342,DB00343,DB00393,DB00394,DB00404,DB00439,DB00444,DB00446,DB00490,DB00497,DB00514,DB00531,DB00541,DB00588,DB00593,DB00622,DB00637,DB00641,DB00656,DB00683,DB00688,DB00700,DB00701,DB00717,DB00731,DB00734,DB00741,DB00762,DB00776,DB00795,DB00802,DB00813,DB00842,DB00862,DB00864,DB00877,DB00897,DB00907,DB00938,DB00943,DB00962,DB01023,DB01054,DB01062,DB01076,DB01098,DB01103,DB01114,DB01126,DB01181,DB01201,DB01216,DB01218,DB01224,DB01227,DB01229,DB01232,DB01238,DB01248,DB01259,DB01267,DB01268,DB05773,DB06228,DB06267,DB06287,DB06335,DB06403,DB06772,DB06789,DB08820,DB08865,DB08873,DB08883,DB08899,DB08901,DB09053,DB09068,DB09231,DB09297,DB11633,DB11712,DB11915,DB12483,DB13179,DB00647,DB01466,DB01708,DB09396	True	True	rs561096394,rs1799814,rs180744198,rs1269397584,rs1290445836,rs1048943,rs4646903,rs72547516,rs28399424,rs140421378,rs762551,rs2069514,rs547253411,rs200579169,rs41303343,rs753330469,rs776746	frameshift,missense,regulatory,nonsense,splice	DM?,DP,DFP			True	None	None	None	None	None	None	None	None	380	17	T	
